episode,seed,ret,success,length,steps_to_goal,path_length,optimal_path,start,goal,path_efficiency
0,1000000,72.0,True,300,87,3.97499857062856,3.095682468513899,"(1.0938206944420876, 1.1084305835405575)","(-1.1457343702490923, -0.9784915915009608)",0.7787883224381597
1,1000001,84.0,True,300,64,1.0215731692149401,0.815569415042095,"(0.8605997569441359, 1.1057251651621436)","(1.237816417321165, -0.09670526035437693)",0.7983465498304393
2,1000002,37.0,True,300,51,2.3318745817206605,2.059329650158614,"(0.8359135992463929, 1.1736887974995112)","(0.1766902921978361, -1.1585889373779077)",0.8831219596034453
3,1000003,0.0,False,300,,11.057591697631647,3.87974562783416,"(-0.9598456426023949, -0.7915939768646133)","(-0.9598625799245601, 1.0096244610355893)",
4,1000004,146.0,True,300,38,1.5514090386239403,1.2162277660168375,"(-0.7917247332805528, 0.8198842512640626)","(0.8346953727414063, 1.0258664000726552)",0.7839504190948894
5,1000005,10.0,True,300,30,0.6099049377921594,0.4814506779490629,"(-0.23241542450153935, -1.2014336018905007)","(-1.0454622785911933, -0.7743742410624596)",0.7893864242055529
6,1000006,0.0,False,300,,10.31921347777044,2.86523232475967,"(-1.1865196335989603, 1.1706863397654685)","(1.0997990383079492, -0.7871924849505308)",
7,1000007,7.0,True,300,71,2.499459346954477,0.8331138830084193,"(-0.030551318519921933, -1.0853470175863116)","(1.2350278120873528, -1.2228459924107467)",0.33331763688157034
8,1000008,30.0,True,300,87,1.1068225121222948,0.47500000000000014,"(0.22919028831684157, -0.978780669133515)","(1.1364836377412635, -1.0660573439834964)",0.4291564318557306
9,1000009,0.0,False,300,,3.966893266200356,1.9742034597780158,"(1.217327525646871, -0.0688755632060411)","(-0.9682839665427542, -0.9377910309245894)",
10,1000010,23.0,True,300,26,0.7390177268525872,0.42905694150420953,"(0.8584736852588637, -0.9968432980483453)","(-0.0055025996658442655, -1.150090110875475)",0.5805773338232711
11,1000011,78.0,True,300,81,2.428939320652635,1.6351862539117181,"(-0.7592416353990135, 0.9570179489076839)","(1.0758239637207863, 0.10741224428127782)",0.6732100057042009
12,1000012,91.0,True,300,21,0.680112881738008,0.4048759228251127,"(0.9489201760756624, -1.0553439819456882)","(1.1935661960768802, -0.2406163518161245)",0.5953069463858183
13,1000013,183.0,True,300,85,3.875298318840302,3.091625527009689,"(1.0554037161104208, 1.1622096894297287)","(-1.0781456492369095, -1.0860057868597162)",0.7977774283799833
14,1000014,85.0,True,300,26,0.4007618367392256,0.24999999999999997,"(1.224635635577469, 0.760193369771347)","(1.147925776889568, 0.0680756157044109)",0.6238118929539544
15,1000015,48.0,True,300,31,0.627140723960541,0.5452847075210474,"(-0.9725083733849845, -0.9607257868674003)","(-0.009748253399239959, -0.7549766751993947)",0.8694774341513758
16,1000016,0.0,False,300,,5.166186232889717,2.238395196571477,"(-1.1727966717779492, -1.242221153220541)","(0.9364763689933231, 0.14355353307265117)",
17,1000017,160.0,True,300,33,0.7114572722251996,0.6000000000000002,"(0.13217183237761515, 0.7612787328431239)","(1.1514724220080352, 0.8291942492773791)",0.8433394715657365
18,1000018,0.0,False,300,,3.993675762473697,2.3354866969255,"(-0.7789836384702132, -0.7500078160277028)","(0.8359879712703817, 0.7877127318758786)",
